سائبان	s a: iː b a: n
کہ	k eː
کہانی	k ə ɦ a: n iː
صحافت	s ɪ ɦ a: f ə t
خوش	x ʊ ʃ
گودھرا	ɡ oː dʰ ɽ aː
کنی	k ə n iː
خنجر	x ə n d͡ʒ ə ɽ
ہماہمی	ɦ ə m a: ɦ ə m iː
روبہ	r oː b a:
مکانپور	m ə k a: n p ɔː ɽ
پھیلاو	pʰ ɛː l a: ʋ
بمقابلہ	b ə m q a: b l ə ɦ
بکس	b ə k s
مرحومہ	m ə ɽ ɦ uː m ə
محسن	m ʊ ɦ s ə n
ہائیکورٹ	ɦ aː iː k ɔː ɽ ʈ
چکنا	t͡ʃ ʊ k n a:
دریا	d ə ɽ iː a:
باضابطہ	b a: z a: b ɪ t ɦ a:
فیاض	f j a: z
سج	s ə d͡ʒ
ایت	ə j ʊ t
چھڑکاؤ	t͡ʃʰ ɪ ɽ k a: oː
نہس	n ɛ ɦ s
حرف	ɦ ɛː ɽ f
فارسی	f a: ɽ s iː
قدوائی	q ʊ d ʋ aː ɪ
پریم	p ɽ eː m
باولی	b aː oː l iː
نائٹ	n aɪ t
اکثر	ə k s ə ɽ
مالدیپ	m a: l d iː p
رضوی	ɽ ɪ z ʋ iː
آئٹمس	a: ɪ ʈ m s
آیئنا	a: iː ə n ə
سرگرم	s ə ɽ ɡ ə ɽ m
اجتماع	ɪ d͡ʒ t ɪ m aː a
بنجر	b ʊ n d͡ʒ ɛ r
پہ	p eː
سری۔لنکائی	s ə ɽ iː l ə n k a: iː
اضطراری	ɪ z t ɪ ɽ a: ɽ iː
سمراٹ	s ə m ɽ a: ʈ
دیوبندی	d eː ʋ b ə n d iː
حقیئقت	ɦ ə q iː q ə t
رابطہ	ɽ a: b t a:
جاننا	d͡ʒ a: n n a:
کنٹراکٹر	k a n ʈ r a: k ʈ a r
ہوٹل	ɦ oː ʈ ə l
ہوشیار	ɦ oː ʃ ɪ j a: ɽ
منڈا	m ʊ n ɖ a:
کمیونٹی	k a m j uː n ɪ ʈ iː
ہستم	ɦ ə s t ə m
بھالو	bʰ a: l uː
بہن	bʰ ɛː n
کشٹاریڈی	k ʊ ʃ t a: ɽ iː d iː
اوپینین	oː p iː n iː n
بریلی	b ɽ iː l iː
گرجنا	ɡ ə ɽ ə d͡ʒ n a:
الاسد	ə l a: s d
ٹیکس	ʈ iː k s
جہازی	d͡ʒ ə ɦ a: z iː
حویلی	ɦ ə ʋ eː l iː
المقدس	ʔ ə l m ʊ q d ə s
وجود	ʋ ə d͡ʒ uː d
چھٹی	t͡ʃʰ ʊ ʈ iː
نوبت	n ɔː b ə t
فلک۔نما	f ɪ l k n ə m a:
ترجیح	t ə ɽ d͡ʒ iː ɦ
پتی	p ə t t iː
آشکارا	a: ʃ k a: ɽ a:
کواری	k ʋ a: r iː
شیپ	ʃ eː p
محدود	m ə ɦ d uː d
آنجہانی	a: n d͡ʒ ə ɦ aː n iː
جامن	d͡ʒ a: m ə n , d͡ʒ a: m ʊ n
یا	j a:
اوباما	ɔː b a: m a:
ورما	ʋ ɔː ɽ m a:
گائناکالوجی	ɡ a: iː n a: k a: l oː d͡ʒ iː
جانی	d͡ʒ a: n iː
نشور	n ʊ ʃ uː ɽ
کوی۶	k oː ɪ a 6
روشنی	ɽ ɔː ʃ n iː
اسٹیونس	ə s ʈ iː ʋ oː n s
جوس	d͡ʒ oʊ s
ارسال	ə ɽ s a: l
سینیٹر	s iː n eː ʈ ə ɽ
سوچنا	s oː t͡ʃ n a:
کیمیائی	k iː m ɪ j a: iː
مسلمان	m ʊ s ə l m a: n
فصل	f a s l
وفاق	ʋ ɪ f a: q
خواہ	x a: ɦ
فیڈنگ	f iː d ɪ ŋ ɡ
بهیس	bʰ eː s
کورٹ	k ɔː r ʈ
سخت	s ʊ x t
بےحیائی	b eː ɦ j a: iː
طور	t ɔː ɽ
حقوق	ɦ ʊ q uː q
پاؤں	p a: u:
شہلا	ʃ ə ɦ l a:
پٹے	p a t eɪ
خسر	x ʊ s ɽ
محنت	m ɪ ɦ n ə t
مرد	m ə ɽ d
اصلاح	ɪ s l a: ɦ
انڈیا	ɪ n ɖ ɪ j a:
بہیرہ	b ə ɦ eː ɽ ə
بیک	b eː k
ناصرت	n a: s ə ɽ ə t
ویژن	ʋ iː ʒ ə n
مہارانی	m ə ɦ a: ɽ a: n iː
موسم	m ɔː s ə m
دھوج	dʰ ʋ ə d͡ʒ
نا	n a:
رفتہ	r a f t ə
بہار	b ə ɦ a: ɽ
سوستک	s ʋ ə s t ɪ k
ازاں	a: z a: n
ایووکیڈو	ɛ j uː k iː d oʊ
بت	b ʊ t
روزگار	r oː z ɡ a: r
جڑ	d͡ʒ ə ɽ
بینچ	b iː n t͡ʃ
ہتھیلی	ɦ ə tʰ eː l iː
چیارٹیبل	t͡ʃ iː a: ɽ ʈ iː b ʊ l
یسعیاہ	j ə s a: ʔ j a: ɦ
ایلینا	ʔ eː l iː n a:
ثقافت	s ə q a: f ə t
محتاجی	m ʊ ɦ t a: d͡ʒ iː
محشر	m ə ɦ ʃ ə ɽ
سوٹ	s uː ʈ
چوری	t͡ʃ oː ɽ iː
ہیڈکوارٹر	ɦ iː ʈ k ʋ a: ɽ ʈ ə ɽ
بستی	b ə s t iː
تضاد	t ʊ z a: d
بناوٹی	b ə n a: ʋ ə ʈ iː
چیتاپور	t͡ʃ iː t aː p ɔː r
چنتا	t͡ʃ ɪ n t a:
عجب	a d͡ʒ a b
بال	b a: l
اخراجات	a: x r a: d͡ʒ a: t
اغوا	ɪ ɣ ʋ a:
عرض	ə ɽ z
بنچس	b ə n t͡ʃ ə s
مچھلی	m ə t͡ʃʰ l iː
آڈیٹنگ	a: d ɪ t ɪ ŋ
آوشيکتا	a: ʋ ə ʃ j ə k t a:
عناصر	a ɪ n a: s ə r
ڈابسن	ɖ a: b s ə n
دودھ	d uː dʰ
ریختہ	ɽ eː x t a:
ماحول	m a: ɦ ɔː l
دھواں	dʰ uː a:
کلب	k ʊ l b
خراش	x ə ɽ a: ʃ
خداوندی	x ʊ d a: ʋ ə n d iː
ہمسفر	ɦ ə m s ə f ə ɽ
حصول	ɦ ʊ s uː l
اینٹی	ʔ eː n ʈ iː
منشیات	m ʊ n ə ʃ ɪ j a: t
حالت	ɦ a: l ə t
وضو	ʋ ʊ z uː
نجیب	n ə d͡ʒ iː b
دسواں	d ə s ʋ a:
غلام	ɣ ʊ l a: m
جپنا	d͡ʒ ə p n a:
دلچسپی	d ɪ l t͡ʃ ʊ s p iː
لوتھ	l oː tʰ
گہہ	ɡ ə ɦ ɦ
دبئی	d ʊ b ə iː
گھیرنے	ɡʰ iː r n eɪ
کوبائلوبہ	k ʋ ʊ b a: iː l ʋ ʊ b a:
جرأت	d͡ʒ ʊ ɽ ɽ ə t
ہندوستانی	ɦ ɪ n d ʊ s t a: n iː
مفتاحی	m uː f t aː ɦ iː
شبہات	ʃ ə b ɦ a: t
یت	ɪ j ə t
سمجھ	s ʊ m d͡ʒʰ
بلے	b ʊ l eː
مرتیو	m ɽ ɪ t j uː
بہنا	b ɛ ɦ n a:
دلیری	d ə l iː ɽ iː
نسق	n ɪ s q
بلی	b ə l iː
خاصا	x a: s a:
ماسٹر	m a: s ʈ ə ɽ
بہاراں	b ə ɦ a: ɽ a:
صاحب	s a: ɦ ɪ b
رفتار	ɽ ə f t a: ɽ
روا	r ʋ a:
اذیت	ə z iː t
اژدہا	ə ʒ d ə ɦ a:
خودمختاری	x ʊ d m ʊ x t a: ɽ iː
پردیش	p ɽ ə d iː ʃ
تحقیقی	t ə ɦ ə q iː q iː
بودھن	b oː dʰ ə n
پھل	pʰ ə l
کھٹائی	kʰ ə ʈ a: iː
انت	ə n t
داعش	d a: ʔ ɪ ʃ
نارا	n a: ɽ a:
لنگایت	l ɪ ŋ ɡ a: j ə t
یوں	j u: n
بڑھتا	b ə ɽ ʈ a:
طالب	ʈ a: l ɪ b
ہسپانیہ	ɦ ə s p a: n ɪ j ə ɦ
مینہ	m e: ɦ
گیڈ	ɡ eː ɖ
تیزاب	t eː z aː b
اطمینان	ɪ t m iː n a: n
شب	ʃ a b
متعلق	m ʊ t a ʊ l ɪ q
کنٹیشور	k a n ʈ iː ʃ ɔː r
عمر	a m r
حامدالاحمر	ɦ a: m ɪ d ʔ a: l a: ɦ m ɛː ɽ
اشبیلیہ	ə ʃ b iː l ɪ j a: ɦ
رشادی	r ə ʃ a: d iː
سنجیدگی	s ʊ n d͡ʒ iː d ɡ iː
پہن	p ɛː n
لاہور	l ə ɦ oː ɽ
بوائز	b oʊ z
پرنسپل	p ə ɽ n s p ə l
برن	b ə ɽ n
کاپی	k a: p iː
ژالہ	ʒ a: l ə
انڈکوش	ə n ɖ ə k oː ʃ
ہاما	ɦ a: m a:
موقع	m ɔː q a:
سلیور	s ʊ l j ɔː ɽ
فلاحی	f l a: ɦ iː
فاروق	f a: ɽ ʊ q
مکہ	m ə k ə
سنسکرت	s ə n s k ɽ ɪ t
ٹکٹس	ʈ ɪ k ʈ s
غداری	ɣ ə d aː ɽ iː
کندرا	k ə n d ə ɽ a:
معاملہ	m ʊ a: m l a:
یونیورسٹی	j uː n iː ʋ a r s ʈ iː
خاکستری	x a: k ɪ s t ə ɽ iː
ہندوستان	ɦ ɪ n d ʊ s t a: n
سبقت	s ʊ b q ʊ t
جدا	d͡ʒ ʊ d a:
ہوڑا	ɦ ʊ r a:
ندیاں	n ə d ɪ j a:
اتفاق	ɪ t t ɪ f a: q
داردر	d a: ɽ ɪ d ɽ
تمنا	t ə m ə n n a:
پیڑ	p eː ɽ
کونسل	k oː n s ə l
کھجلی	kʰ ʊ d͡ʒ l iː
معین	m ʊ ʔ iː n
اورمعیاری	ɔː ɽ m a ɪ j a: ɽ iː
اسٹیڈیم	ə s t iː d iː m
اشتمالیت	ɪ ʃ t e m a: l ɪ j ə t
بعدازاں	b aː d a: z a: n
دھرتی	dʰ ə ɽ t iː
میٹروپولیٹن	m eː ʈ ɽ ʊ p ʊ l iː ʈ ʊ n
نیلا	n iː l a:
ہدیۂ	ɦ ə d iː ə
ہانکنا	ɦ a: ŋ k n a:
ہمارا	ɦ ə m a: ɽ a:
مراکش	m ə ɽ a: k e ʃ
نشست	n ə ʃ ɪ s t
اردن	a: r d ə n
مٹانا	m ɪ ʈ a: n a:
پلانڈو	p ə l a: n ɖ uː
لاما	l a: m a:
اکابر	ʔ a: k a: b ɛː ɽ
ققنس	q ə q n ʊ s
ندیوں	n ə d ɪ j o:
آفت	a: f ə t
لیئج	l ɪ j eː d͡ʒ
ایف	eː f
سوغات	s ɔː ɣ a: t
بھانگ	bʰ a: ŋ ɡ
پدما	p ə d m a:
گولہ	ɡ oː l a
گرمکھی	ɡ ʊ ɽ m ʊ kʰ iː
عبدالعزیز	a ʊ b d ʊ l a ʊ z iː z
وینجن	ʋ j ə n d͡ʒ ə n
خاطیوں	x a: t iː j oː n
دستبردار	d ʊ s t b ɛ r d a: r
مہربن	m ə ɦ r b ə n
کامرس	k aː m ə ɽ s
بیزار	b eɪ z a: r
چوتھائی	t͡ʃ ɔː tʰ a: iː
ناگ	n a: ɡ
پستان	p ɪ s t a: n
قاتل	q a: t ɪ l
فرضی	f ə ɽ z iː
منیجر	m ə n iː d͡ʒ ə r
انگلی	ʊ ŋ ɡ l iː
ککش	k ə k ʃ
الشیخ	ʔ ʊ l ʃ eː x
ونا	ʋ ɪ n a:
آکسیجن	a: k s iː d͡ʒ ə n
مالگاڑی	m a: l ɡ a: ɽ iː
قومیت	q ɔː m ɪ j j ə t
خودکشی	x ʊ d k ʊ ʃ iː
خالد	x a: l ɪ d
اضافہ	ɪ z a: f ə
وصولی	ʋ ʊ s uː l iː
بوتے	b ʊ t eː
پورا	p uː ɽ a:
ریاست	ɽ iː j a: s ə t
بہاؤالدین	b ə ɦ a: ʔ ʊ d d iː n
خداوند	x ʊ d a: ʋ ə n d
آدھنک	a: dʰ ʊ n ɪ k
گگن	ɡ ə ɡ ə n
کھاگ	kʰ a: ɡ
شریر	ʃ ə ɽ iː ɽ
دعوہ	d ʊ ʔ a:
مےئر	m eː ɪ ɽ
ندیو	n ə d ɪ j oː
ماریشیس	m a: r iː ʃ iː s
بیٹھ	b eː ʈʰ
فورا	f ɔː ɽ ə n
بھال	bʰ a: l
ڈگیس	ɖ ɪ ɡ iː s
انقلاب	ɪ n q ɪ l a: b
اطلاقی	ɪ t l a: q iː
چاٹنا	t͡ʃ a: ʈ n a:
ثبوت	s ə b uː t
اناج	a: n a: d͡ʒ
واقف	ʋ a: q ɪ f
شلپا	ʃ ʊ l p a:
مذاق	m ə z a: q
موجھی	m oʊ d͡ʒʰ iː
شوٹنگ	ʃ oː ʈ ɪ ŋ
احمد	ʔ ə ɦ m ə d
رامو	ɽ a: m ʊ
میں	m e:
گلابی	ɡ ʊ l a: b iː
جگاڑ	d͡ʒ ʊ ɡ a: ɽ
سیلسیس	s iː l s iː s
خریدی	x ə r iː d iː
مکھو	m ʊ kʰ oː
پیاس	p j a: s
جائیداد	d͡ʒ a: ɪ d a: d
پہنچنا	p ə ɦ ʊ t͡ʃ n a:
یقینا	j ə q iː n ə n
دلچسپ	d ɪ l t͡ʃ ə s p
جواہر	d͡ʒ ʋ a: ɦ ə r
كر	k ə r
تنظیم	t ə n z iː m
آفسیر	a: f s iː ɽ
پردیب	p ə ɽ d iː b
گج	ɡ ə d͡ʒ
ڈپٹی	ɖ ə p ʈ iː
کہرا	k ʊ ɦ ɽ a:
مضحکہ	m ʊ z ɦ a: k ə
چیٹا	t͡ʃ iː ʈ a:
سمن	s ʊ m ə n
استثنی	ɪ s t ɪ s n a: iː
ہمیں	ɦ ə m e:
ٹکراؤ	ʈ ɪ k ɽ a: ʊ
نکال	n ɪ k a: l
منسٹرا	m ə n s ʈ ɽ a:
لکیج	l ə k iː d͡ʒ
سنجہا	s ʊ n d͡ʒ ɦ a:
دال	d a: l
طلبہ	ʈ ə l b ə ɦ
عشرت	a ɪ ʃ r ə t
کینسر	k æ n s ə ɽ
فالکن	f a: l k ə n
انگور	ə n ɡ uː ɽ
ٹرانزیشنل	ʈ r a: n z iː ʃ a n l
اندلس	ʊ n d ʊ l ʊ s
آسکت	a: s ə k t
سرونام	s ə ɽ ʋ n a: m
ترملگیری	t ɛ r m ʊ l ɡ iː r iː
مراٹھی	m ə ɽ a: ʈʰ iː
چوبیس	t͡ʃ oː b iː s
ازدواج	ɪ z d ɪ ʋ a: d͡ʒ
کوڈا	k ʊ d a:
پوجا	p uː d͡ʒ a:
عشق	ɪ ʃ q
وہاں	ʋ ə ɦ a:
بیٹے	b eː ʈ eː
گھاو	ɡʰ a: ʋ
گذراننا	ɡ ʊ z ɽ a: n n a:
عزا	a ɪ z a:
سرشپ	s ə ɽ ʂ ə p
دھو	dʰ uː
سرسید	s ə ɽ s iː d
مسٹالا	m ʊ s ʈ a: l a:
راجیم	r a: d͡ʒ iː m
روپیا	ɽ uː p iː a:
غیرموسمی	ɣ ɛː ɽ m oː s m iː
انتہاپسند	ɪ n t e ɦ a: p ə s ə n d
عزیز	ə z iː z
سنیوگ	s ə j oː ɡ
تقریبا	t ə q ɽ iː b a:
ملن	m ɪ l ə n
اطالیہ	ɪ t a: l ɪ j a: ɦ
سرور	s ʊ ɽ uː ɽ
سرمہ	s ʊ ɽ m a:
گیارنٹی	ɡ j a: r n ʈ iː
پیاز	p ɪ j a: z
مخاطب	m ʊ x a: t ɪ b
سربرآوردہ	s ɛ r b ɛ r a: ʋ ɛ r d a:
پرتبھا	p ə r t ʊ bʰ a:
نشریات	n ə ʃ ɽ ɪ j a: t
شہادت	ʃ ə ɦ a: d ə t
ابن	ə b n
تمام۔تر	t ʊ m a: m t ɽ
چلانا	t͡ʃ ɪ l l a: n a:
قرطبہ	q ʊ ɽ t ə b a: ɦ
چٹس	t͡ʃ ə ʈ s
چلچتر	t͡ʃ ə l t͡ʃ ɪ t ɽ ə
رہنا	ɽ ə ɦ n a:
پون	p ə ʋ ə n
بریہ	b ə ɽ j ə
ایشور	iː ʃ ʋ ə ɽ
مرمت	m ə ɽ ə m ə t
ڈال	ɖ a: l
گھرا	ɡʰ ɛː ɽ a:
فائر	f aː ɪ ɽ
عالمی	a a: l ə m iː
دھمکا	dʰ ʊ m k a:
ممنوعہ	m ə m n oː a ə ɦ
باز	b a: z
اندیشہ	ɪ n d iː ʃ a:
لاٹھی	l a: ʈʰ iː
شریعت	ʃ ə ɽ iː ʔ j ə t
معدنیات	m ʊ ʔ d ə n iː a: t
غیر	ɣ ɛː ɽ
پورم	p ʊ r m
آسمانی	a: s m a: n iː
انارکلی	ə n a: ɽ k ə l iː
قابلیت	q a: b l ɪ j ə t
وفا	ʋ ə f a:
کمی	k ə m iː
جنم	d͡ʒ ə n m
پانڈے	p a: n ʈ e
انہدامی	ʔ ʊ n ɦ d a: m iː
انفورسمنٹ	ɪ n f ɔː r s m ə n ʈ
ضبط	z a b t
متحدہ	m ʊ t ɦ ɛ d a:
سوان	s ʋ a: n
سائمن	s a: ɪ m ʊ n
مقررہ	m ʊ q ɽ a: ɽ ə
شاعرہ	ʃ a: j ɽ a:
امن	ə m ə n
انتظام	ɪ n t ɪ z a: m
ناخدا	n a: x ʊ d a:
الماس	ə l m a: s
اطباء	ɪ t ɪ b a: a:
مقدر	m ʊ q d a: ɽ
اعزازی	a: ɪ z a: z iː
اجناس	ə d͡ʒ n a: s
راجا	ɽ a: d͡ʒ a:
تاڑ	t a: ɽ
حیران	ɦ ɛː ɽ a: n
کنسلٹنگ	k a n s a l t ɪ ŋ ɡ
کمھڑا	k ʊ m ə ɽ a:
دو	d oː
چولھا	t͡ʃ uː l ɦ a:
مئی	m eː ɪ
پٹنہ	p a t n a:
حفاظت	ɦ ɪ f a: z ə t
چودنا	t͡ʃ oː d n a:
آکرمن	a: k ɽ ə m ə n
تیمور	t ɛː m uː ɽ
اطلس	ə t l ə s
بھاشا	bʰ a: ʂ a:
قواعد	q ə ʋ a: ɪ d
آئندہ	a: ɪ n d ə
بامشقت	b a: m ʃ q a t
جڑواں	d͡ʒ ʊ ɽ ʋ a:
آلسی	a: l s iː
اقتصادی	ɪ q t ɪ s a: d iː
داغ	d a: ɣ
کالجس	k a: l d͡ʒ ə s
مظالم	m ʊ z a: l ɪ m
تمہیں	t ʊ m ɦ e:
سبد	s ə b ʊ d
کھیل	kʰ eː l
جٹا	d͡ʒ ə ʈ a:
یونٹس	j ʊ n ɪ t s
دیگر	d eː ɡ ɽ
پربهات	p ɽ ə bʰ a: t
پہلوان	p ə ɦ l ʋ ə n
پدماناتھن	p ʊ d m aː n aː tʰ n
چاہت	t͡ʃ a: ɦ ə t
غیرمحفوظ	ɣ ɛː ɽ m ɦ ʊ f ʊ z
دھمال	dʰ ə m m a: l
دھوپ	dʰ uː p
نانگل	n a: ŋ ɡ ə l
سشما	s ʊ ʃ m a:
بھوتنی	bʰ uː t ɪ n iː
بحیثیت	b ɦ ɪ s iː t
فطرت	f ɪ t ɽ ə t
آلودگی	a: l uː d ə ɡ iː
ہومگارڈ	ɦ oː m ɡ aː r ɖ
ایٹمی	ɛː ʈ m iː
اندھیرا	ə n dʰ iː ɽ aː
حکمرانی	ɦ ʊ k ʊ m ɽ a: n iː
قینچی	q ɛ: t͡ʃ iː
تقلید	t ə q l iː d
جن	d͡ʒ ɪ n n
ٹیچر	ʈ iː t͡ʃ ɪ ɽ
پےنٹ	p eː n ʈ
شارجہ	ʃ a: ɽ d͡ʒ a: ɦ
بٹورنا	b ə ʈ oː ɽ n a:
جوان	d͡ʒ ʋ a: n
گرفتاری	ɡ ɽ ɪ f t a: ɽ iː
مالٹا	m ə l ʈ a:
کیوں	k j ɔː n
تمام	t ə m a: m
ماہ	m aː ɦ
عنصر	a ʊ n s ʊ r
ابلیس	a: b l iː s
سنگھ	s ɪ ŋ ɡʰ
دیپک	d iː p ə k
بٹور	b ʊ t ɔː ɽ
ادھنا	ə dʰ ʊ n a:
آمیزش	a: m eː z ɪ ʃ
ڈھولک	ɖʰ oː l ə k
اکرام	a: k r a: m
کارنامہ	k aː r n aː m ə
مخملی	m ə x m ə l iː
بھوک	bʰ uː k
منٹ	m ɪ n ə ʈ
اشیاء	a ʃ j a: ʔ a:
سپلی	s ə p l iː
طلبی	t a: l b iː
ایکڑ	eː k ə r
چوڑائی	t͡ʃ ɔː ɽ a: iː
استعمال	ɪ s t eː m a: l
مصر	m ɪ s ə ɽ
گلال	ɡ ʊ l a: l
رائےدہندگان	ɽ a: ɪ d ə ɦ ə n d ɡ a: n
دجلہ	d ə d͡ʒ l a:
بہتر	b ə ɦ ə t t ə ɽ
تن	t ə n
میرا	m eː ɽ a:
راضی	ɽ a: z iː
ساحلی	s a: ɦ l iː
تم	t ʊ m
چنگال	t͡ʃ ə ŋ ɡ a: l
سرحد	s ə ɽ ɦ ə d
بہادر	b ə ɦ a: d ə ɽ
عبدالحمید	a b d ʊ l ɦ ə m iː d
اوسطا	ɔː s t ə n
فکسنگ	f ə k s ɪ ŋ
بھکت	bʰ ə k t
ریمارک	r eɪ m a: r k
کھجور	kʰ ə d͡ʒ uː ɽ
شری	ʃ ɽ iː
مانشیرا	m a: n ʃ iː ɽ a:
بابرہ	b a: b ɽ a:
کار	k a: ɽ
اوسو	ɔː s o
اکائی	a: k a: iː
مالک	m a: l ə k
بسا	b ə s a:
نبھانے	n ʊ bʰ a: n eː
سڑک	s ə ɽ ə k
تولیے	t ɔː l ɪ j eː
گرانٹس	ɡ r a: n t s
کارگزاری	k a: r ɡ ʊ z a: r iː
خالق	x a: l ɪ q
باشندہ	b a: ʃ ɪ n d a:
خزاں	x ɪ z a:
کھرجو	kʰ ə ɽ d͡ʒ uː
وسیع	ʋ ʊ s iː a
کمپ	k ə m p
نشریہ	n ə ʃ ɽ ɪ j ə
مایوس۔کن	m aː j oː s k ʊ n
پیلاگو	p iː l aː ɡ oː
کروڑپتی	k ɽ oː ɽ p a t iː
لفظ	l ə f z
اٹاپٹو	a t aː p t o
چندناکھن	t͡ʃ ʊ n d n a: kʰ n
نافذالعمل	n aː f iː z ʔ ə l a ə m ə l
گوناگوں	ɡ oː n a: ɡ oː n
اثبات	ɪ s b a: t
صرفہ	s ʊ ɽ f a:
مسقط	m ə s q ə t
پلانٹ	p l a: n ʈ
انکاؤنٹر	ɪ n k aʊ n t ɛ r
ہنڈی	ɦ ʊ n ɖ iː
مشرا	m ə ʃ ɽ a:
سلام	s ə l a: m
گلو	ɡ ʊ l oː , ɡ ʊ l uː , ɡ ə l uː
پولیت	p oː l iː t
پرستش	p ə ɽ ə s t ɪ ʃ
لمبا	l ə m b a:
پھلنا	pʰ ə l n a:
نوٹ	n oʊ t
مکل	m ʊ k l
سیکھنا	s iː kʰ n a:
ادھو	a dʰ oʊ
