съжалявам	s ɐ ʒ ɐ lʲ a v ɐ m
плюто	p lʲ u t o
небесен	n ɛ b ɛ s ɛ n
гора	ɡ o r a
петдесет	p ɛ d d ɛ s ɛ t
автоблокировка	a f t o b ɫ o kʲ i r ɔ f k ɐ
подробност	p o d r ɔ b n o s t
помислям	p o m i s lʲ ɐ m
зрете	z r ɛ t ɛ
узаконявалият	u z ɐ k o nʲ a v ɐ lʲ i j ɐ t
окрада	o k r ɐ d ɤ
временен	v r ɛ m ɛ n ɛ n
восхищение	v o s xʲ i ʃ t ɛ n i ɛ
ужасия	u ʒ ɐ s i j ɐ
трудоемък	t r u d o ɛ m ɐ k
бавно	b a v n o
павлака	p a v ɫ ɐ k ɐ
мрат	m r ɤ t
списание	s p i s a n i ɛ
понапека	p o n ɐ p ɛ k ɤ
радио	r a d i o
юпитер	j u p i t ɛ r
нетопир	n ɛ t o p i r
забоде	z ɐ b ɔ d ɛ
анализ	ɐ n a lʲ i s
андора	ɐ n d ɔ r ɐ
продам	p r o d a m
лачен	ɫ a t͡ʃ ɛ n
разсед	r ɐ s s ɛ t
глух	ɡ ɫ u x
животи	ʒ i v ɔ t i
селище	s ɛ lʲ i ʃ t ɛ
метър	m ɛ t ɐ r
тарос	t a r o s
сляп	s lʲ a p
агробиолог	a ɡ r o b i o ɫ ɔ k
прегръщам	p r ɛ ɡ r ɤ ʃ t ɐ m
сърцат	s ɐ r t͡s a t
тъпак	t ɐ p a k
колата	k o ɫ a t ɐ
стръмен	s t r ɤ m ɛ n
аршин	ɐ r ʃ i n
събирам	s ɐ b i r ɐ m
октан	o k t a n
безименен	b ɛ z i m ɛ n ɛ n
аджемия	ɐ d ʒ ɛ m i j ɐ
поетеса	p o ɛ t ɛ s ɐ
ама	a m ɐ
гара	ɡ a r ɐ
диван	d i v a n
обичай	o b i t͡ʃ a j
спасяем	s p ɐ sʲ a ɛ m
директор	d i r ɛ k t o r
абдикиралата	ɐ b d i kʲ i r ɐ ɫ ɐ t ɐ
здравеняк	z d r ɐ v ɛ nʲ a k
сутиен	s u t i ɛ n
лабилен	ɫ ɐ b i lʲ ɛ n
назова	n ɐ z o v a
врабче	v r ɐ p t͡ʃ ɛ
агне	a ɡ n ɛ
икона	i k ɔ n ɐ
чешма	t͡ʃ ɛ ʃ m a
албания	ɐ ɫ b a n i j ɐ
викам	v i k ɐ m
автомотриса	a f t o m o t r i s ɐ
извикам	i z v i k ɐ m
корист	k ɔ r i s t
шибам	ʃ i b ɐ m
сияхте	s i j a x t ɛ
узаконявайте	u z ɐ k o nʲ a v ɐ j t ɛ
правист	p r ɐ v i s t
челяд	t͡ʃ ɛ lʲ ɐ t
светиня	s v ɛ t i nʲ ɐ
дреха	d r ɛ x ɐ
скопие	s k ɔ p i ɛ
чуващият	t͡ʃ u v ɐ ʃ t i j ɐ t
получавам	p o ɫ u t͡ʃ a v ɐ m
обиталище	o b i t a lʲ i ʃ t ɛ
пя	pʲ a
плитък	p lʲ i t ɐ k
говорите	ɡ o v ɔ r i t ɛ
ангина	ɐ n ɡʲ i n ɐ
вероятно	v ɛ r o j a t n o
изневяра	i z n ɛ vʲ a r ɐ
празник	p r a z n i k
завлека	z ɐ v lʲ ɛ k ɤ
дърча	d ɤ r t͡ʃ ɐ
британия	b r i t a n i j ɐ
климатик	k lʲ i m ɐ t i k
юфки	j u f kʲ i
ястребов	j a s t r ɛ b o f
ваше	v a ʃ ɛ
пречупвам	p r ɛ t͡ʃ u p v ɐ m
джин	d ʒ i n
протоме	p r o t ɔ m ɛ
физичен	f i z i t͡ʃ ɛ n
прегиня	p r ɛ ɡʲ i nʲ ɐ
мама	m a m ɐ
лекарски	lʲ ɛ k ɐ r s kʲ i
целина	t͡s ɛ lʲ i n a
афера	ɐ f ɛ r ɐ
завеждам	z ɐ v ɛ ʒ d ɐ m
сиях	s i j a x
литература	lʲ i t ɛ r ɐ t u r ɐ
булка	b u ɫ k ɐ
белград	b ɛ ɫ ɡ r ɐ t
смъртник	s m ɤ r t n i k
гъз	ɡ ɤ s
социален	s o t͡s i a lʲ ɛ n
купи	k u p i
препека	p r ɛ p ɛ k ɤ
ушия	u ʃ i j ɐ
неголям	n ɛ ɡ o lʲ ɐ m
лютив	lʲ u t i f
хелий	xʲ ɛ lʲ i
декларация	d ɛ k ɫ ɐ r a t͡s i j ɐ
абдал	ɐ b d a ɫ
бей	b ɛ j
палав	p a ɫ ɐ f
томува	t o m u v ɐ
какъвто	k ɐ k ɤ f t o
наденица	n a d ɛ n i t͡s ɐ
ран	r a n
швейцарски	ʃ v ɛ j t͡s a r s kʲ i
всякога	f sʲ a k o ɡ ɐ
молитва	m o lʲ i t v ɐ
гламав	ɡ ɫ a m ɐ f
киноцентър	kʲ i n o t͡s ɛ n t ɐ r
мед	m ɛ t
вървите	v ɐ r v i t ɛ
желая	ʒ ɛ ɫ a j ɐ
ръждав	r ɐ ʒ d a f
агитпункт	ɐ ɡʲ i t p u n k t
машина	m ɐ ʃ i n ɐ
закон	z ɐ k ɔ n
крадла	k r a d ɫ ɐ
селекционен	s ɛ lʲ ɛ k t͡s i ɔ n ɛ n
отпущам	o t p u ʃ t ɐ m
намака	n ɐ m a k ɐ
конюнктура	k o nʲ u n k t u r ɐ
жарък	ʒ a r ɐ k
земноводно	z ɛ m n o v ɔ d n o
краен	k r a ɛ n
липък	lʲ i p ɐ k
коноп	k o n ɔ p
началник	n ɐ t͡ʃ a ɫ n i k
шифър	ʃ i f ɐ r
гяурин	ɡʲ ɐ u r i n
изпея	i s p ɛ j ɐ
ядяща	j a dʲ a ʃ t ɐ
ами	ɐ m i
чичо	t͡ʃ i t͡ʃ o
вестник	v ɛ s n i k
бързолет	b ɐ r z o lʲ ɛ t
гърлица	ɡ ɤ r lʲ i t͡s ɐ
ледовит	lʲ ɛ d o v i t
сложа	s ɫ ɔ ʒ ɐ
любителка	lʲ u b i t ɛ ɫ k ɐ
желалата	ʒ ɛ ɫ a ɫ ɐ t ɐ
дизя	d i zʲ ɐ
безделнича	b ɛ z d ɛ ɫ n i t͡ʃ ɐ
лук	ɫ u k
загина	z ɐ ɡʲ i n ɐ
служа	s ɫ u ʒ ɐ
ветрило	v ɛ t r i ɫ o
археолог	ɐ r xʲ ɛ o ɫ ɔ k
борба	b o r b a
бележит	b ɛ lʲ ɛ ʒ i t
направям	n ɐ p r a vʲ ɐ m
приема	p r i ɛ m ɐ
надолу	n ɐ d ɔ ɫ u
значимост	z n ɐ t͡ʃ i m o s t
присое	p r i s ɔ ɛ
ибис	i b i s
тоалет	t o ɐ lʲ ɛ t
извадя	i z v a dʲ ɐ
холандски	x o ɫ a n t s kʲ i
техният	t ɛ x n i j ɐ t
пащърнак	p ɐ ʃ t ɐ r n a k
оцветявам	o t͡s v ɛ tʲ a v ɐ m
гигантски	ɡʲ i ɡ a n t s kʲ i
католичка	k ɐ t o lʲ i t͡ʃ k ɐ
навътре	n ɐ v ɤ t r ɛ
раждам	r a ʒ d ɐ m
имаше	i m ɐ ʃ ɛ
пречупя	p r ɛ t͡ʃ u pʲ ɐ
изправям	i s p r a vʲ ɐ m
властник	v ɫ a s n i k
дневен	d n ɛ v ɛ n
светлосянка	s v ɛ t ɫ o sʲ a n k ɐ
нехая	n ɛ x a j ɐ
пропаст	p r ɔ p ɐ s t
торта	t ɔ r t ɐ
щука	ʃ t u k ɐ
стъпало	s t ɐ p a ɫ o
полски	p ɔ ɫ s kʲ i
гледам	ɡ lʲ ɛ d ɐ m
имащо	i m ɐ ʃ t o
пепелник	p ɛ p ɛ ɫ n i k
безчестя	b ɛ ʃ t͡ʃ ɛ s tʲ a
капак	k ɐ p a k
минск	m i n s k
страх	s t r a x
скърчав	s k ɤ r t͡ʃ ɐ f
проследяем	p r o s lʲ ɛ dʲ a ɛ m
срака	s r a k ɐ
определено	o p r ɛ d ɛ lʲ ɛ n o
гмуркач	ɡ m u r k a t͡ʃ
дебелея	d ɛ b ɛ lʲ ɛ j ɐ
узаконяват	u z ɐ k o nʲ a v ɐ t
феникс	f ɛ n i k s
строй	s t r ɔ j
абразия	ɐ b r a z i j ɐ
облаче	ɔ b ɫ ɐ t͡ʃ ɛ
владичица	v ɫ ɐ d i t͡ʃ i t͡s ɐ
маниак	m ɐ n i a k
върна	v ɤ r n ɐ
напредна	n ɐ p r ɛ d n ɐ
прозирам	p r o z i r ɐ m
огромен	o ɡ r ɔ m ɛ n
гмурец	ɡ m u r ɛ t͡s
дойда	d ɔ j d ɐ
носят	n ɔ sʲ ɐ t
преперец	p r ɛ p ɛ r ɛ t͡s
долен	d ɔ lʲ ɛ n
ленив	lʲ ɛ n i f
разчитам	r ɐ ʃ t͡ʃ i t ɐ m
чивия	t͡ʃ i v i j ɐ
етика	ɛ t i k ɐ
негов	n ɛ ɡ o f
лоуис	ɫ ɔ u i s
нектаринка	n ɛ k t ɐ r i n k ɐ
лиляк	lʲ i lʲ ɐ k
джамия	d ʒ ɐ m i j ɐ
репортер	r ɛ p o r t ɛ r
сияехме	s i j a ɛ x m ɛ
предмет	p r ɛ d m ɛ t
продан	p r ɔ d ɐ n
безплатен	b ɛ s p ɫ a t ɛ n
нежелан	n ɛ ʒ ɛ ɫ a n
неодим	n ɛ o d i m
стратегически	s t r ɐ t ɛ ɡʲ i t͡ʃ ɛ s kʲ i
мъгла	m ɐ ɡ ɫ a
мишка	m i ʃ k ɐ
мразовит	m r ɐ z o v i t
накажа	n ɐ k a ʒ ɐ
телур	t ɛ ɫ u r
мюре	mʲ u r ɛ
мях	mʲ a x
езера	ɛ z ɛ r a
германски	ɡʲ ɛ r m a n s kʲ i
изваждам	i z v a ʒ d ɐ m
невъзможно	n ɛ v ɐ z m ɔ ʒ n o
болница	b o ɫ n i t͡s ɐ
пистолет	p i s t o lʲ ɛ t
почивка	p o t͡ʃ i f k ɐ
повярвам	p o vʲ a r v ɐ m
видра	v i d r ɐ
въоръжавам	v ɐ o r ɐ ʒ a v ɐ m
падишах	p ɐ d i ʃ a x
крякот	k rʲ a k o t
невярващ	n ɛ vʲ a r v ɐ ʃ t
същ	s ɤ ʃ t
дий	d i
миров	m i r o f
панкреас	p a n k r ɛ ɐ s
защитен	z ɐ ʃ t i t ɛ n
коледа	k ɔ lʲ ɛ d ɐ
атентат	ɐ t ɛ n t a t
ѝ	i
тръгна	t r ɐ ɡ n a
груб	ɡ r u p
англия	a n ɡ lʲ i j ɐ
имащото	i m ɐ ʃ t o t o
облак	ɔ b ɫ ɐ k
енцелад	ɛ n t͡s ɛ ɫ a t
забелязвам	z ɐ b ɛ lʲ a z v ɐ m
шивачница	ʃ i v a t͡ʃ n i t͡s ɐ
местоимение	m ɛ s t o i m ɛ n i ɛ
супермаркет	s u p ɛ r m a r kʲ ɛ t
информация	i n f o r m a t͡s i j ɐ
работя	r ɐ b ɔ tʲ ɐ
замра	z ɐ m r ɤ
глота	ɡ ɫ ɔ t ɐ
неизвестен	n ɛ i z v ɛ s t ɛ n
орехче	ɔ r ɛ x t͡ʃ ɛ
абатски	ɐ b a t s kʲ i
разгърна	r ɐ z ɡ ɤ r n ɐ
похватен	p o x v a t ɛ n
арабин	ɐ r a b i n
еднодневка	ɛ d n o d n ɛ f k ɐ
подялба	p o dʲ a ɫ b ɐ
вещица	v ɛ ʃ t i t͡s ɐ
борец	b o r ɛ t͡s
юрод	j u r o t
поддръжка	p o d d r ɤ ʃ k ɐ
население	n ɐ s ɛ lʲ ɛ n i ɛ
овластителен	o v ɫ ɐ s t i t ɛ lʲ ɛ n
пек	p ɛ k
пуйка	p u j k ɐ
от	o t
газ	ɡ a s
довеждам	d o v ɛ ʒ d ɐ m
карам	k a r ɐ m
балюстрада	b ɐ lʲ u s t r a d ɐ
агрегатен	ɐ ɡ r ɛ ɡ a t ɛ n
изключение	i s k lʲ u t͡ʃ ɛ n i ɛ
разтурия	r ɐ s t u r i j ɐ
рехабилитационен	r ɛ x ɐ b i lʲ i t ɐ t͡s i ɔ n ɛ n
цвете	t͡s v ɛ t ɛ
техни	t ɛ x n i
русалия	r u s a lʲ i j ɐ
гяур	ɡʲ ɐ u r
яденета	j a d ɛ n ɛ t ɐ
яденето	j a d ɛ n ɛ t o
плащ	p ɫ a ʃ t
пернат	p ɛ r n a t
чиито	t͡ʃ i i t o
ой	ɔ j
узаконилите	u z ɐ k o n i lʲ i t ɛ
вея	v ɛ j ɐ
напред	n ɐ p r ɛ t
мезе	m ɛ z ɛ
легнете	lʲ ɛ ɡ n ɛ t ɛ
гемия	ɡʲ ɛ m i j ɐ
хващам	x v a ʃ t ɐ m
наблюдавам	n ɐ b lʲ u d a v ɐ m
бърне	b ɐ r n ɛ
майтнерий	m ɐ j t n ɛ r i
вина	v i n a
абдикиране	ɐ b d i kʲ i r ɐ n ɛ
коля	k ɔ lʲ ɐ
роднина	r o d n i n ɐ
лястовичи	lʲ a s t o v i t͡ʃ i
подкупя	p o t k u pʲ ɐ
тънък	t ɤ n ɐ k
състояние	s ɐ s t o j a n i ɛ
мерзавец	m ɛ r z a v ɛ t͡s
решение	r ɛ ʃ ɛ n i ɛ
почитаем	p o t͡ʃ i t a ɛ m
солен	s o lʲ ɛ n
зло	z ɫ ɔ
техничен	t ɛ x n i t͡ʃ ɛ n
изгреба	i z ɡ r ɛ b ɐ
злъч	z ɫ ɤ t͡ʃ
белтък	b ɛ ɫ t ɤ k
внезапен	v n ɛ z a p ɛ n
матерен	m a t ɛ r ɛ n
гной	ɡ n ɔ j
обещавам	o b ɛ ʃ t a v ɐ m
пъргав	p ɤ r ɡ ɐ f
пряпор	p rʲ a p o r
напълно	n ɐ p ɤ ɫ n o
блюя	b lʲ u j ɐ
запра	z ɐ p r ɤ
македонски	m ɐ kʲ ɛ d ɔ n s kʲ i
подозирам	p o d o z i r ɐ m
имахме	i m a x m ɛ
цица	t͡s i t͡s ɐ
говорихте	ɡ o v o r i x t ɛ
поклатя	p o k ɫ a tʲ ɐ
къртичи	k ɐ r t i t͡ʃ i
офис	ɔ f i s
хладък	x ɫ a d ɐ k
меч	m ɛ t͡ʃ
борий	b ɔ r i
седя	s ɛ dʲ a
абстрактен	ɐ p s t r a k t ɛ n
възел	v ɤ z ɛ ɫ
имате	i m ɐ t ɛ
приближа	p r i b lʲ i ʒ a
логан	ɫ ɔ ɡ ɐ n
регистрационен	r ɛ ɡʲ i s t r ɐ t͡s i ɔ n ɛ n
устоявам	u s t o j a v ɐ m
труп	t r u p
багер	b a ɡʲ ɛ r
китаец	kʲ i t a ɛ t͡s
познавам	p o z n a v ɐ m
спя	s pʲ ɤ
светлана	s v ɛ t ɫ a n ɐ
пафкам	p a f k ɐ m
пижо	p i ʒ o
сказуемо	s k ɐ z u ɛ m o
нескромен	n ɛ s k r ɔ m ɛ n
евакуационен	ɛ v ɐ k u ɐ t͡s i ɔ n ɛ n
наредба	n ɐ r ɛ d b ɐ
сто	s t ɔ
бих	b i x
кърнак	k ɐ r n a k
версия	v ɛ r s i j ɐ
единайсет	ɛ d i n a j s ɛ t
лактационен	ɫ ɐ k t ɐ t͡s i ɔ n ɛ n
кожарница	k o ʒ a r n i t͡s ɐ
деспотизъм	d ɛ s p o t i z ɐ m
смрад	s m r a t
австралийски	ɐ f s t r ɐ lʲ i s kʲ i
къделя	k ɐ d ɛ lʲ ɐ
опаковчик	o p ɐ k ɔ f t͡ʃ i k
дискусия	d i s k u s i j ɐ
алкохол	ɐ ɫ k o x ɔ ɫ
дали	d a lʲ i
повтор	p o f t ɔ r
пасохме	p a s o x m ɛ
ламаринен	ɫ ɐ m ɐ r i n ɛ n
фрегата	f r ɛ ɡ a t ɐ
адютант	ɐ dʲ u t a n t
всъщност	f s ɤ ʃ n o s t
одежда	o d ɛ ʒ d ɐ
хамбар	x ɐ m b a r
радиоцентър	r a d i o t͡s ɛ n t ɐ r
жуй	ʒ u j
знаме	z n a m ɛ
стикс	s t i k s
автобиографично	ɐ f t o b i o ɡ r ɐ f i t͡ʃ n o
мозък	m ɔ z ɐ k
вегав	v ɛ ɡ ɐ f
откажа	o t k a ʒ ɐ
любознателен	lʲ u b o z n a t ɛ lʲ ɛ n
ръст	r ɤ s t
будилник	b u d i ɫ n i k
сив	s i f
шатка	ʃ a t k ɐ
остатък	o s t a t ɐ k
свързан	s v ɤ r z ɐ n
абанос	ɐ b ɐ n ɔ s
дъщеря	d ɐ ʃ t ɛ rʲ a
никта	n i k t ɐ
квачка	k v a t͡ʃ k ɐ
главен	ɡ ɫ a v ɛ n
корпорация	k o r p o r a t͡s i j ɐ
швейцарка	ʃ v ɛ j t͡s a r k ɐ
орле	o r lʲ ɛ
розов	r ɔ z o f
научавам	n ɐ u t͡ʃ a v ɐ m
отрови	o t r o v i
волфрам	v ɔ ɫ f r ɐ m
биче	b i t͡ʃ ɛ
алчен	a ɫ t͡ʃ ɛ n
често	t͡ʃ ɛ s t o
югоизток	j u ɡ o i s t o k
ядящата	j a dʲ a ʃ t ɐ t ɐ
стратегичен	s t r ɐ t ɛ ɡʲ i t͡ʃ ɛ n
възкръсна	v ɐ s k r ɤ s n ɐ
бразилски	b r ɐ z i ɫ s kʲ i
мрем	m r ɛ m
оправдавам	o p r ɐ v d a v ɐ m
течен	t ɛ t͡ʃ ɛ n
счетоводен	ʃ t͡ʃ ɛ t o v ɔ d ɛ n
сад	s a t
помпа	p ɔ m p ɐ
разпределение	r ɐ s p r ɛ d ɛ lʲ ɛ n i ɛ
бъбрек	b ɤ b r ɛ k
престъпник	p r ɛ s t ɤ p n i k
бълха	b ɐ ɫ x a
тежест	t ɛ ʒ ɛ s t
професионален	p r o f ɛ s i o n a lʲ ɛ n
жегавица	ʒ ɛ ɡ a v i t͡s ɐ
възмущение	v ɐ z m u ʃ t ɛ n i ɛ
гуждам	ɡ u ʒ d ɐ m
узаконилото	u z ɐ k o n i ɫ o t o
сърпоклюн	s ɐ r p o k lʲ u n
червив	t͡ʃ ɛ r v i f
бангладеш	b a n ɡ ɫ ɐ d ɛ ʃ
европеец	ɛ v r o p ɛ ɛ t͡s
двусмислие	d v u s m i s lʲ i ɛ
върло	v ɐ r ɫ ɔ
опера	ɔ p ɛ r ɐ
увал	u v a ɫ
гангстер	ɡ a n k s t ɛ r
напредък	n ɐ p r ɛ d ɐ k
наводня	n ɐ v o d nʲ ɤ
плосък	p ɫ ɔ s ɐ k
абсолютно	ɐ p s o lʲ u t n o
успех	u s p ɛ x
устна	u s n ɐ
ютия	j u t i j ɐ
легла	lʲ ɛ ɡ ɫ a
нашествие	n ɐ ʃ ɛ s t v i ɛ
билото	b i ɫ o t o
имали	i m a lʲ i
япет	j ɐ p ɛ t
онакава	o n ɐ k a v ɐ
поднеса	p o d n ɛ s ɤ
сея	s ɛ j ɐ
крастел	k r a s t ɛ ɫ
убедя	u b ɛ dʲ ɤ
дворец	d v o r ɛ t͡s
авлия	ɐ v lʲ i j ɐ
числителен	t͡ʃ i s lʲ i t ɛ lʲ ɛ n
идентификационен	i d ɛ n t i f i k ɐ t͡s i ɔ n ɛ n
вашето	v a ʃ ɛ t o
висш	v i ʃ ʃ
каква	k ɐ k v a
врабей	v r a b ɛ j
плаша	p ɫ a ʃ ɐ
сретя	s r ɛ tʲ ɐ
амвон	ɐ m v ɔ n
движа	d v i ʒ ɐ
философия	f i ɫ o s ɔ f i j ɐ
хопам	x ɔ p ɐ m
стилист	s t i lʲ i s t
жълтеникав	ʒ ɐ ɫ t ɛ n i k ɐ f
отвръщам	o t v r ɤ ʃ t ɐ m
какви	k ɐ k v i
възкреся	v ɐ s k r ɛ sʲ ɐ
север	s ɛ v ɛ r
четвъртък	t͡ʃ ɛ t v ɤ r t ɐ k
арка	a r k ɐ
сладък	s ɫ a d ɐ k
започна	z ɐ p ɔ t͡ʃ n ɐ
модален	m o d a lʲ ɛ n
творец	t v o r ɛ t͡s
изплаша	i s p ɫ a ʃ ɐ
пивък	p i v ɐ k
надебелея	n ɐ d ɛ b ɛ lʲ ɛ j ɐ
настояще	n ɐ s t o j a ʃ t ɛ
бидейки	b i d ɛ j kʲ i
къщи	k ɤ ʃ t i
измете	i z m ɛ t ɛ
жътва	ʒ ɤ t v ɐ
узаконяването	u z ɐ k o nʲ a v ɐ n ɛ t o
основателност	o s n o v a t ɛ ɫ n o s t
данък	d a n ɐ k
фиорд	f i ɔ r t
олово	o ɫ ɔ v o
немкиня	n ɛ m kʲ i nʲ ɐ
ниобий	n i ɔ b i
открия	o t k r i j ɐ
хлебарка	x lʲ ɛ b a r k ɐ
узаконеният	u z ɐ k o n ɛ n i j ɐ t
работодател	r ɐ b o t o d a t ɛ ɫ
междувременно	m ɛ ʒ d u v r ɛ m ɛ n n o
зарист	z ɐ r i s t
джазов	d ʒ a z o f
човек	t͡ʃ o v ɛ k
хавлия	x ɐ v lʲ i j ɐ
водолюбив	v o d o lʲ u b i f
ядящото	j a dʲ a ʃ t o t o
ден	d ɛ n
нога	n o ɡ a
лош	ɫ ɔ ʃ
да	d a
ядък	j a d ɐ k
озаглавя	o z ɐ ɡ ɫ ɐ vʲ ɤ
другаде	d r u ɡ ɐ d ɛ
паткан	p ɐ t k a n
зърна	z ɤ r n ɐ
забраните	z ɐ b r a n i t ɛ
прочут	p r o t͡ʃ u t
боричкам	b o r i t͡ʃ k ɐ m
чуждестранен	t͡ʃ u ʒ d ɛ s t r a n ɛ n
шествие	ʃ ɛ s t v i ɛ
бавя	b a vʲ ɐ
изтребител	i s t r ɛ b i t ɛ ɫ
обяснявам	o bʲ a s nʲ a v ɐ m
саламандър	s ɐ ɫ ɐ m a n d ɐ r
улей	u lʲ ɛ j
въстание	v ɐ s t a n i ɛ
кубоподобен	k u b o p o d ɔ b ɛ n
стреж	s t r ɛ ʃ
някакви	nʲ ɐ k ɐ k v i
прадеди	p r a d ɛ d i
връст	v r ɤ s t
привнеса	p r i v n ɛ s ɤ
провлак	p r ɔ v ɫ ɐ k
величина	v ɛ lʲ i t͡ʃ i n a
аби	ɐ b i
пиша	p i ʃ ɐ
актиний	ɐ k t i n i
допринасям	d o p r i n a sʲ ɐ m
нар	n a r
съчка	s ɤ t͡ʃ k ɐ
избия	i z b i j ɐ
наши	n a ʃ i
чехкиня	t͡ʃ ɛ x kʲ i nʲ ɐ
леко	lʲ ɛ k o
корем	k o r ɛ m
грузински	ɡ r u z i n s kʲ i
трепетлика	t r ɛ p ɛ t lʲ i k ɐ
глаголи	ɡ ɫ ɐ ɡ ɔ lʲ i
тербий	t ɛ r b i
тишина	t i ʃ i n a
представа	p r ɛ t s t a v ɐ
послушко	p o s ɫ u ʃ k o
негово	n ɛ ɡ o v o
женски	ʒ ɛ n s kʲ i
багър	b a ɡ ɐ r
узаконяванетата	u z ɐ k o nʲ a v ɐ n ɛ t ɐ t ɐ
