реагира	r e a ɡ i ɾ a
ненадарен	n e n a d a ɾ e n
овенување	ɔ v e n u v a ɲ e
залижан	z a l i ʒ a n
гостилничар	ɡ ɔ s t i ɫ n i t͡ʃ a r
неконструктивно	n e k ɔ n s t r u k t i v n ɔ
парижанка	p a r i ʒ a ŋ k a
менторка	m e n t ɔ r k a
смотанковци	s m ɔ t a ŋ k ɔ f t͡s i
уснен	u s n e n
префарбан	p r e f a r b a n
инкубација	i ŋ k u b a t͡s i j a
неразделност	n e r a z d e ɫ n ɔ s t
монтажен	m ɔ n t a ʒ e n
организми	ɔ r ɡ a n i z m i
дочува	d ɔ t͡ʃ u v a
расчепкан	r a ʃ t͡ʃ e p k a n
конечен	k ɔ n e t͡ʃ e n
држава	d r̩ ʒ a v a
бистра	b i s t r a
потсмешлив	p ɔ t s m e ʃ l i f
штетници	ʃ t e t n i t͡s i
јува	j u v a
преполнет	p r e p ɔ ɫ n e t
ојаловен	ɔ j a ɫ ɔ v e n
немаскирање	n e m a s k i ɾ a ɲ e
поручек	p ɔ ɾ u t͡ʃ e k
препознае	p r e p ɔ z n a e
оружја	ɔ ɾ u ʒ j a
бивол	b i v ɔ ɫ
врколачки	v r̩ k ɔ ɫ a t͡ʃ k i
недеактивиран	n e d e a k t i v i ɾ a n
крштевка	k r̩ ʃ t e f k a
иновативност	i n ɔ v a t i v n ɔ s t
нестоење	n e s t ɔ e ɲ e
фокусен	f ɔ k u s e n
осаменост	ɔ s a m e n ɔ s t
трапови	t r a p ɔ v i
нераздвоен	n e r a z d v ɔ e n
ѕиркан	d͡z i r k a n
љубоморење	ʎ u b ɔ m ɔ ɾ e ɲ e
избезумувачки	i z b e z u m u v a t͡ʃ k i
мустаќ	m u s t a c
драмица	d r a m i t͡s a
раскопчуван	r a s k ɔ p t͡ʃ u v a n
девет	d e v e t
напнатост	n a p n a t ɔ s t
неподатлив	n e p ɔ d a t l i f
изнапреден	i z n a p r e d e n
кривопаланечки	k r i v ɔ p a ɫ a n e t͡ʃ k i
сигурен	s i ɡ u ɾ e n
легално	l e ɡ a ɫ n ɔ
молкома	m ɔ ɫ k ɔ m a
одвратност	ɔ d v r a t n ɔ s t
лупа	ɫ u p a
дебранци	d e b r a n t͡s i
абаџија	a b a d͡ʒ i j a
стршлениште	s t r̩ ʃ l e n i ʃ t e
зла	z ɫ a
вика	v i k a
стражарка	s t r a ʒ a r k a
бановина	b a n ɔ v i n a
наврнат	n a v r̩ n a t
манипулиран	m a n i p u l i ɾ a n
земјопоседник	z e m j ɔ p ɔ s e d n i k
имј	i m a j a
чудотворци	t͡ʃ u d ɔ t v ɔ r t͡s i
али	a l i
покриви	p ɔ k r i v i
мое	m ɔ e
штипалка	ʃ t i p a ɫ k a
непретставен	n e p r e t s t a v e n
стишување	s t i ʃ u v a ɲ e
хормонално	x ɔ r m ɔ n a ɫ n ɔ
подзатегне	p ɔ d z a t e ɡ n e
извинува	i z v i n u v a
кошта	k ɔ ʃ t a
немаркирање	n e m a r k i ɾ a ɲ e
продолжува	p r ɔ d ɔ ɫ ʒ u v a
преоптеретува	p r e ɔ p t e r e t u v a
лекомисленост	l e k ɔ m i s l e n ɔ s t
соодветство	s ɔ ɔ d v e t s t v ɔ
клавичембало	k ɫ a v i t͡ʃ e m b a ɫ ɔ
катиљи	k a t i ʎ i
антифашист	a n t i f a ʃ i s t
папан	p a p a n
формализација	f ɔ r m a l i z a t͡s i j a
бојкоти	b ɔ j k ɔ t i
зашамара	z a ʃ a m a ɾ a
крекер	k r e k e r
ледина	l e d i n a
јагленисан	j a ɡ l e n i s a n
дупол	d u p ɔ ɫ
пожелност	p ɔ ʒ e ɫ n ɔ s t
целосен	t͡s e ɫ ɔ s e n
изјазен	i z j a z e n
спонзориште	s p ɔ n z ɔ ɾ i ʃ t e
трореден	t r ɔ ɾ e d e n
прататковина	p r a t a t k ɔ v i n a
достојно	d ɔ s t ɔ j n ɔ
атематски	a t e m a t s k i
сочувство	s ɔ t͡ʃ u f s t v ɔ
нереизбран	n e r e i z b r a n
сношти	s n ɔ ʃ t i
заглавување	z a ɡ ɫ a v u v a ɲ e
смлачен	s m ɫ a t͡ʃ e n
радовишанец	r a d ɔ v i ʃ a n e t͡s
издлабување	i z d ɫ a b u v a ɲ e
греши	ɡ r e ʃ i
нуакшотјанка	n u a k ʃ ɔ t j a ŋ k a
недоближување	n e d ɔ b l i ʒ u v a ɲ e
шминкан	ʃ m i ŋ k a n
отпишување	ɔ t p i ʃ u v a ɲ e
неактуализирање	n e a k t u a l i z i ɾ a ɲ e
пеликански	p e l i k a n s k i
претрпен	p r e t r̩ p e n
зачитување	z a t͡ʃ i t u v a ɲ e
поштува	p ɔ ʃ t u v a
бури	b u ɾ i
доларче	d ɔ ɫ a r t͡ʃ e
алабастер	a ɫ a b a s t e r
траурен	t r a u ɾ e n
неверодостоен	n e v e ɾ ɔ d ɔ s t ɔ e n
интригантка	i n t r i ɡ a n t k a
комедиограф	k ɔ m e d i j ɔ ɡ r a f
флуиден	f ɫ u i d e n
истражуван	i s t r a ʒ u v a n
порочност	p ɔ ɾ ɔ t͡ʃ n ɔ s t
обзнанет	ɔ b z n a n e t
препарирање	p r e p a r i ɾ a ɲ e
отплетка	ɔ t p l e t k a
неподмирување	n e p ɔ d m i r u v a ɲ e
шокира	ʃ ɔ k i ɾ a
парталко	p a r t a ɫ k ɔ
постава	p ɔ s t a v a
четврточен	t͡ʃ e t v r̩ t ɔ t͡ʃ e n
анимиран	a n i m i ɾ a n
реформиран	r e f ɔ r m i ɾ a n
подвлекува	p ɔ d v l e k u v a
колкумина	k ɔ ɫ k u m i n a
бактериолог	b a k t e ɾ i j ɔ ɫ ɔ k
самоуштво	s a m ɔ u ʃ t v ɔ
дооблечен	d ɔ ɔ b l e t͡ʃ e n
горица	ɡ ɔ ɾ i t͡s a
непреправен	n e p r e p r a v e n
дигитализира	d i ɡ i t a l i z i ɾ a
чуе	t͡ʃ u e
гризли	ɡ r i z l i
сликнува	s l i k n u v a
ливади	l i v a d i
лактозен	ɫ a k t ɔ z e n
ненадоместливост	n e n a d ɔ m e s t l i v ɔ s t
принцип	p r i n t͡s i p
говедарски	ɡ ɔ v e d a r s k i
податок	p ɔ d a t ɔ k
опрасување	ɔ p r a s u v a ɲ e
вовчиња	v ɔ f t͡ʃ i ɲ a
солитер	s ɔ l i t e r
прилегнување	p r i l e ɡ n u v a ɲ e
шнајдер	ʃ n a j d e r
бут	b u t
неклонирање	n e k ɫ ɔ n i ɾ a ɲ e
ќирил	c i ɾ i ɫ
порази	p ɔ ɾ a z i
раскашавува	r a s k a ʃ a v u v a
понишан	p ɔ n i ʃ a n
реши	r e ʃ i
изврива	i z v r i v a
чувар	t͡ʃ u v a r
горичанка	ɡ ɔ r i t͡ʃ a ŋ k a
нагласува	n a ɡ ɫ a s u v a
модернизатор	m ɔ d e r n i z a t ɔ r
цвилење	t͡s v i l e ɲ e
коректен	k ɔ r e k t e n
перфиден	p e r f i d e n
алјаски	a ʎ a s k i
мноштво	m n ɔ ʃ t v ɔ
неаболиран	n e a b ɔ l i ɾ a n
излаже	i z ɫ a ʒ e
бунар	b u n a r
мотори	m ɔ t ɔ ɾ i
осовременува	ɔ s ɔ v r e m e n u v a
автомеханичари	a f t ɔ m e x a n i t͡ʃ a ɾ i
авторитетен	a f t ɔ ɾ i t e t e n
мајмунка	m a j m u ŋ k a
поништен	p ɔ n i ʃ t e n
џудо	d͡ʒ u d ɔ
калабриски	k a ɫ a b r i s k i
отапување	ɔ t a p u v a ɲ e
кумулативно	k u m u ɫ a t i v n ɔ
обелување	ɔ b e ɫ u v a ɲ e
курбан	k u r b a n
алвеоларен	a ɫ v e ɔ ɫ a ɾ e n
шмрчка	ʃ m r̩ t͡ʃ k a
хлор	x ɫ ɔ r
кадифе	k a d i f e
отпаѓање	ɔ t p a ɟ a ɲ e
уметничиште	u m e t n i t͡ʃ i ʃ t e
воздивнува	v ɔ z d i v n u v a
долу	d ɔ ɫ u
искоренува	i s k ɔ ɾ e n u v a
бунгалов	b u ŋ ɡ a ɫ ɔ f
резервација	r e z e r v a t͡s i j a
наруча	n a ɾ u t͡ʃ a
вработува	v r a b ɔ t u v a
зашили	z a ʃ i l i
географ	ɡ e ɔ ɡ r a f
шверцува	ʃ v e r t͡s u v a
екипиче	e k i p i t͡ʃ e
бае	b a e
разѕида	r a z d͡z i d a
висина	v i s i n a
камилица	k a m i l i t͡s a
приврзаници	p r i v r̩ z a n i t͡s i
дополна	d ɔ p ɔ ɫ n a
намекне	n a m e k n e
монети	m ɔ n e t i
масиште	m a s i ʃ t e
тривиден	t r i v i d e n
поткрепи	p ɔ t k r e p i
архитект	a r x i t e k t
богомил	b ɔ ɡ ɔ m i ɫ
водоотпорно	v ɔ d ɔ ɔ t p ɔ r n ɔ
мамец	m a m e t͡s
мирнотија	m i r n ɔ t i j a
добрина	d ɔ b r i n a
материјалистка	m a t e ɾ i j a l i s t k a
летаргија	l e t a r ɡ i j a
бодрост	b ɔ d r ɔ s t
дивизија	d i v i z i j a
далечен	d a l e t͡ʃ e n
падарче	p a d a r t͡ʃ e
акнување	a k n u v a ɲ e
разврски	r a z v r̩ s k i
некодифициран	n e k ɔ d i f i t͡s i ɾ a n
гулаб	ɡ u ɫ a p
дорешен	d ɔ ɾ e ʃ e n
кипар	k i p a r
неетички	n e e t i t͡ʃ k i
постоперативен	p ɔ s t ɔ p e ɾ a t i v e n
зрее	z r e e
аранжирајќи	a ɾ a n ʒ i r a j c i
еј	e j
кал	k a ɫ
попишувач	p ɔ p i ʃ u v a t͡ʃ
балтија	b a ɫ t i j a
распојаса	r a s p ɔ j a s a
искамшикува	i s k a m ʃ i k u v a
букурештанка	b u k u r e ʃ t a ŋ k a
бинго	b i ŋ ɡ ɔ
ленинистички	l e n i n i s t i t͡ʃ k i
стомниште	s t ɔ m n i ʃ t e
човекон	t͡ʃ ɔ v e k ɔ n
заслепувачки	z a s l e p u v a t͡ʃ k i
сенкар	s e ŋ k a r
непредизвикување	n e p r e d i z v i k u v a ɲ e
модерно	m ɔ d e r n ɔ
доплеткува	d ɔ p l e t k u v a
урнува	u r n u v a
вијадукти	v i j a d u k t i
ене	e n e
пижами	p i ʒ a m i
титриран	t i t r i ɾ a n
вѕидан	v d͡z i d a n
оригиналност	ɔ ɾ i ɡ i n a ɫ n ɔ s t
влече	v l e t͡ʃ e
недостижно	n e d ɔ s t i ʒ n ɔ
ембрион	e m b r i ɔ n
оглупавуван	ɔ ɡ ɫ u p a v u v a n
облива	ɔ b l i v a
монокл	m ɔ n ɔ k ɫ̩
глави	ɡ ɫ a v i
непрооден	n e p r ɔ ɔ d e n
ректално	r e k t a ɫ n ɔ
разурнувачки	r a z u r n u v a t͡ʃ k i
катче	k a t t͡ʃ e
отпуштање	ɔ t p u ʃ t a ɲ e
внатре	v n a t r e
клепки	k l e p k i
нокширче	n ɔ k ʃ i r t͡ʃ e
серолошки	s e r ɔ ɫ ɔ ʃ k i
амарилис	a m a r i l i s
фризури	f r i z u ɾ i
исушува	i s u ʃ u v a
клириншки	k l i ɾ i n ʃ k i
непредложување	n e p r e d ɫ ɔ ʒ u v a ɲ e
рожба	r ɔ ʒ b a
јамб	j a m p
многулик	m n ɔ ɡ u l i k
надменост	n a d m e n ɔ s t
целивање	t͡s e l i v a ɲ e
ликвидира	l i k v i d i ɾ a
матријархат	m a t r i j a r x a t
протеруван	p r ɔ t e ɾ u v a n
претерување	p r e t e r u v a ɲ e
јуфка	j u f k a
педофилка	p e d ɔ f i ɫ k a
валандовски	v a ɫ a n d ɔ f s k i
ненаситно	n e n a s i t n ɔ
подносливо	p ɔ d n ɔ s l i v ɔ
арогантен	a ɾ ɔ ɡ a n t e n
мјанмар	m j a n m a r
продуценти	p r ɔ d u t͡s e n t i
градбено	ɡ r a d b e n ɔ
неследен	n e s l e d e n
ротквица	r ɔ t k v i t͡s a
мафне	m a f n e
хиенски	x i e n s k i
заебавање	z a e b a v a ɲ e
бара	b a ɾ a
погрми	p ɔ ɡ r̩ m i
зетски	z e t s k i
архивист	a r x i v i s t
бута	b u t a
азијати	a z i j a t i
ошлака	ɔ ʃ ɫ a k a
епопеја	e p ɔ p e j a
тотемизам	t ɔ t e m i z a m
возникне	v ɔ z n i k n e
бурно	b u r n ɔ
зрачење	z r a t͡ʃ e ɲ e
воочлив	v ɔ ɔ t͡ʃ l i f
спрегнат	s p r e ɡ n a t
илјадница	i ʎ a d n i t͡s a
бубалица	b u b a l i t͡s a
привлекуван	p r i v l e k u v a n
разгрнат	r a z ɡ r̩ n a t
позира	p ɔ z i ɾ a
откопча	ɔ t k ɔ p t͡ʃ a
разголување	r a z ɡ ɔ ɫ u v a ɲ e
менаџерски	m e n a d͡ʒ e r s k i
диоптер	d i ɔ p t e r
јачменче	j a t͡ʃ m e n t͡ʃ e
трансформација	t r a n s f ɔ r m a t͡s i j a
невосприемање	n e v ɔ s p r i e m a ɲ e
пушилница	p u ʃ i ɫ n i t͡s a
неисхранет	n e i s x r a n e t
свазиски	s v a z i s k i
изгубен	i z ɡ u b e n
спроведе	s p r ɔ v e d e
правец	p r a v e t͡s
непобарување	n e p ɔ b a r u v a ɲ e
огин	ɔ ɡ i n
крадешкум	k r a d e ʃ k u m
микроскопи	m i k r ɔ s k ɔ p i
краишта	k r a i ʃ t a
обмислен	ɔ b m i s l e n
идеален	i d e a l e n
апстрахиран	a p s t r a x i ɾ a n
добричи	d ɔ b r i t͡ʃ i
обеспокои	ɔ b e s p ɔ k ɔ i
шугаво	ʃ u ɡ a v ɔ
надвикан	n a d v i k a n
братучеда	b r a t u t͡ʃ e d a
поддржувач	p ɔ d d r̩ ʒ u v a t͡ʃ
идиотизам	i d i j ɔ t i z a m
укажува	u k a ʒ u v a
патешественици	p a t e ʃ e s t v e n i t͡s i
златарници	z ɫ a t a r n i t͡s i
искажан	i s k a ʒ a n
изделка	i z d e ɫ k a
месапски	m e s a p s k i
клиентелизам	k l i j e n t e l i z a m
поплави	p ɔ p ɫ a v i
етикетичка	e t i k e t i t͡ʃ k a
пленик	p l e n i k
михаил	m i x a i ɫ
беспримерност	b e s p r i m e r n ɔ s t
коментатор	k ɔ m e n t a t ɔ r
лупкање	ɫ u p k a ɲ e
непочитување	n e p ɔ t͡ʃ i t u v a ɲ e
збунетост	z b u n e t ɔ s t
кондензација	k ɔ n d e n z a t͡s i j a
склучен	s k ɫ u t͡ʃ e n
оставка	ɔ s t a f k a
ненадзиран	n e n a d z i ɾ a n
расчленуван	r a ʃ t͡ʃ l e n u v a n
кумановка	k u m a n ɔ f k a
инвентар	i ɱ v e n t a r
изземе	i z z e m e
ас	a s
меѓуножја	m e ɟ u n ɔ ʒ j a
губитничка	ɡ u b i t n i t͡ʃ k a
топаз	t ɔ p a s
воздивне	v ɔ z d i v n e
нададе	n a d a d e
затрпа	z a t r̩ p a
сатиричари	s a t i r i t͡ʃ a ɾ i
топи	t ɔ p i
саѓа	s a ɟ a
разбуричка	r a z b u ɾ i t͡ʃ k a
женствено	ʒ e n s t v e n ɔ
скубне	s k u b n e
метериз	m e t e ɾ i s
слива	s l i v a
палачинка	p a ɫ a t͡ʃ i ŋ k a
пичкари	p i t͡ʃ k a ɾ i
дипломски	d i p ɫ ɔ m s k i
довиткување	d ɔ v i t k u v a ɲ e
поткастрен	p ɔ t k a s t r e n
исекува	i s e k u v a
минималистка	m i n i m a l i s t k a
претрупува	p r e t r u p u v a
шегаџика	ʃ e ɡ a d͡ʒ i k a
водоземен	v ɔ d ɔ z e m e n
богота	b ɔ ɡ ɔ t a
ризикуван	r i z i k u v a n
заведен	z a v e d e n
небраска	n e b r a s k a
налага	n a ɫ a ɡ a
сателит	s a t e l i t
хиперактивно	x i p e r a k t i v n ɔ
осрамотуван	ɔ s r a m ɔ t u v a n
датотека	d a t ɔ t e k a
раскинок	r a s k i n ɔ k
впечатливо	f p e t͡ʃ a t l i v ɔ
чембала	t͡ʃ e m b a ɫ a
крштеница	k r̩ ʃ t e n i t͡s a
ремонтира	r e m ɔ n t i ɾ a
предупреден	p r e d u p r e d e n
реинкарнација	r e i ŋ k a r n a t͡s i j a
поплавуван	p ɔ p ɫ a v u v a n
психолингвистички	p s i x ɔ l i ŋ ɡ v i s t i t͡ʃ k i
претпочитање	p r e t p ɔ t͡ʃ i t a ɲ e
филозофија	f i ɫ ɔ z ɔ f i j a
дневник	d n e v n i k
судбоносен	s u d b ɔ n ɔ s e n
редактира	r e d a k t i ɾ a
засолнет	z a s ɔ ɫ n e t
спринтер	s p r i n t e r
херметички	x e r m e t i t͡ʃ k i
добрка	d ɔ b r̩ k a
шампион	ʃ a m p i ɔ n
багажници	b a ɡ a ʒ n i t͡s i
милосрдие	m i ɫ ɔ s r̩ d i j e
дур	d u r
незаборавање	n e z a b ɔ r a v a ɲ e
реформист	r e f ɔ r m i s t
ѕидајќи	d͡z i d a j c i
нуспроизвод	n u s p r ɔ i z v ɔ t
магистрирање	m a ɡ i s t r i ɾ a ɲ e
пополнува	p ɔ p ɔ ɫ n u v a
оддуван	ɔ d d u v a n
маршалка	m a r ʃ a ɫ k a
тастер	t a s t e r
пишува	p i ʃ u v a
семен	s e m e n
неподмачкување	n e p ɔ d m a t͡ʃ k u v a ɲ e
џезерка	d͡ʒ e z e r k a
истретира	i s t r e t i ɾ a
лабав	ɫ a b a f
малоумник	m a ɫ ɔ u m n i k
ориентациски	ɔ ɾ i j e n t a t͡s i s k i
воздигнат	v ɔ z d i ɡ n a t
отплетува	ɔ t p l e t u v a
истурен	i s t u ɾ e n
местенка	m e s t e ŋ k a
адаптери	a d a p t e ɾ i
накитување	n a k i t u v a ɲ e
прикаска	p r i k a s k a
манометар	m a n ɔ m e t a r
сеул	s e u ɫ
златица	z ɫ a t i t͡s a
игла	i ɡ ɫ a
гостилничарски	ɡ ɔ s t i ɫ n i t͡ʃ a r s k i
филип	f i l i p
неотскокнување	n e ɔ t s k ɔ k n u v a ɲ e
ракопис	r a k ɔ p i s
саатчиски	s a t t͡ʃ i s k i
идолка	i d ɔ ɫ k a
изнакопан	i z n a k ɔ p a n
табеларен	t a b e ɫ a ɾ e n
подмлади	p ɔ d m ɫ a d i
оставински	ɔ s t a v i n s k i
нетемпиран	n e t e m p i ɾ a n
валкано	v a ɫ k a n ɔ
тиркизен	t i r k i z e n
велешанче	v e l e ʃ a n t͡ʃ e
плотови	p ɫ ɔ t ɔ v i
нескротен	n e s k r ɔ t e n
попречно	p ɔ p r e t͡ʃ n ɔ
побудување	p ɔ b u d u v a ɲ e
свршеница	s v r̩ ʃ e n i t͡s a
објективност	ɔ b j e k t i v n ɔ s t
исплевен	i s p l e v e n
резимирање	r e z i m i ɾ a ɲ e
камо	k a m ɔ
ослонуван	ɔ s ɫ ɔ n u v a n
срамнет	s r a m n e t
судење	s u d e ɲ e
ординарии	ɔ r d i n a ɾ i i
масакрирање	m a s a k r i ɾ a ɲ e
необоснованост	n e ɔ b ɔ s n ɔ v a n ɔ s t
бејрут	b e j r u t
криволов	k r i v ɔ ɫ ɔ f
неизброен	n e i z b r ɔ e n
возмутување	v ɔ z m u t u v a
мице	m i t͡s e
проблематизира	p r ɔ b l e m a t i z i ɾ a
кикиритка	k i k i r i t k a
конец	k ɔ n e t͡s
состојби	s ɔ s t ɔ j b i
фунти	f u n t i
прешкрта	p r e ʃ k r̩ t a
намигнување	n a m i ɡ n u v a ɲ e
брегови	b r e ɡ ɔ v i
хокеист	x ɔ k e i s t
попее	p ɔ p e e
хедонизам	x e d ɔ n i z a m
мировен	m i ɾ ɔ v e n
крадлив	k r a d l i f
згаснување	z ɡ a s n u v a ɲ e
поѕвони	p ɔ d͡z v ɔ n i
наиде	n a i d e
филмаџии	f i ɫ m a d͡ʒ i i
разменет	r a z m e n e t
рецензира	r e t͡s e n z i ɾ a
конексија	k ɔ n e k s i j a
сатир	s a t i r
туткање	t u t k a ɲ e
припадне	p r i p a d n e
крвно	k r̩ v n ɔ
чудовишност	t͡ʃ u d ɔ v i ʃ n ɔ s t
канцероген	k a n t͡s e ɾ ɔ ɡ e n
неготинец	n e ɡ ɔ t i n e t͡s
телефони	t e l e f ɔ n i
хибридно	x i b r i d n ɔ
пластифициран	p ɫ a s t i f i t͡s i ɾ a n
’ркне	r̩ k n e
нафрлен	n a f r̩ l e n
картографиран	k a r t ɔ ɡ r a f i ɾ a n
портири	p ɔ r t i ɾ i
авантуристка	a v a n t u r i s t k a
масовно	m a s ɔ v n ɔ
незастанат	n e z a s t a n a t
негации	n e ɡ a t͡s i i
виничанче	v i n i t͡ʃ a n t͡ʃ e
обземе	ɔ b z e m e
сардисуван	s a r d i s u v a n
опнување	ɔ p n u v a ɲ e
геометриски	ɡ e ɔ m e t r i s k i
непроветрен	n e p r ɔ v e t r e n
пропржен	p r ɔ p r̩ ʒ e n
ереванец	e r e v a n e t͡s
додоманец	d ɔ d ɔ m a n e t͡s
штетење	ʃ t e t e ɲ e
лепеза	l e p e z a
подготвително	p ɔ d ɡ ɔ t v i t e ɫ n ɔ
крева	k r e v a
адмирали	a d m i r a l i
тирана	t i r a n a
раседлан	r a s e d ɫ a n
брчкајќи	b r̩ t͡ʃ k a j c i
истоштуван	i s t ɔ ʃ t u v a n
телефон	t e l e f ɔ n
удолу	u d ɔ ɫ u
мајски	m a j s k i
пинокио	p i n ɔ k i j ɔ
шишиња	ʃ i ʃ i ɲ a
ансамбл	a n s a m b ɫ̩
лектира	l e k t i ɾ a
обезвучување	ɔ b e z v u t͡ʃ u v a ɲ e
заклатување	z a k ɫ a t u v a ɲ e
дијаметрален	d i j a m e t r a l e n
интересирање	i n t e ɾ e s i ɾ a ɲ e
бунтовници	b u n t ɔ v n i t͡s i
субверзивен	s u b v e r z i v e n
фокусирање	f ɔ k u s i ɾ a ɲ e
зараснува	z a r a s n u v a
отпремнина	ɔ t p r e m n i n a
узакони	u z a k ɔ n i
боцичка	b ɔ t͡s i t͡ʃ k a
панел	p a n e ɫ
неиздржан	n e i z d r̩ ʒ a n
дудинка	d u d i ŋ k a
вкусуван	f k u s u v a n
забарски	z a b a r s k i
незаверен	n e z a v e ɾ e n
идолопоклоник	i d ɔ ɫ ɔ p ɔ k ɫ ɔ n i k
крикне	k r i k n e
мрзне	m r̩ z n e
фрустрира	f r u s t r i ɾ a
прифаќање	p r i f a c a ɲ e
надваси	n a d v a s i
отрови	ɔ t r ɔ v i
гросистички	ɡ r ɔ s i s t i t͡ʃ k i
чекалници	t͡ʃ e k a ɫ n i t͡s i
повеќејазичен	p ɔ v e c e j a z i t͡ʃ e n
колови	k ɔ ɫ ɔ v i
атлас	a t ɫ a s
ранчер	r a n t͡ʃ e r
сопартиец	s ɔ p a r t i j e t͡s
плешка	p l e ʃ k a
трошач	t r ɔ ʃ a t͡ʃ
поистоветуван	p ɔ i s t ɔ v e t u v a n
чепкалка	t͡ʃ e p k a ɫ k a
поготви	p ɔ ɡ ɔ t v i
отпадне	ɔ t p a d n e
